,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10,profit,rev_budget_ratio
3541,21268988.883006882,15.951741662255161,THE COOKOUT,5.2,17.0,tt0380277,2004,97,Comedy,Drama,,,Cookout Productions,,,,,nm1576757,nm1406277,nm1463532,nm1409224,nm0001451,nm1457166,,,nm1456685,nm0507338,nm0750019,nm0005218,,,,,,,,,,,,,,,,,-21268972.93126522,7.5e-07
2329,53172472.20751721,34769188.45721017,THE WHOLE TEN YARDS,5.6,497.0,tt0327247,2004,98,Comedy,Thriller,Crime,,Nine Yards Two Productions,Nine Yards Productions,Cheyenne Enterprises,Franchise Pictures,MHF Zweite Academy Film,nm0303032,nm0438449,nm0222043,,,nm0222043,,,nm0000246,nm0001612,nm0000449,nm0001605,nm0521507,,,,,,nm0442075,nm0726476,nm0759627,,,,,,,,-18403283.75030704,0.653894525
2646,531724.722075172,61305330.77490206,NAPOLEON DYNAMITE,6.8,992.0,tt0374900,2004,96,Comedy,,,,MTV Films,Access Films,Napoleon Pictures Limited,Carnival Films,Fox Searchlight Pictures,nm0381478,nm1415801,,,,nm0381478,,,nm1417647,nm0708293,nm0340973,nm1088052,nm0001499,nm0046033,nm0240380,,,,nm1418538,nm1365515,nm1414749,nm1067825,nm1026666,,,,,,60773606.05282689,115.2952425
572,119638062.4669137,135589804.12916887,THE STEPFORD WIVES,5.6,720.0,tt0327162,2004,93,Comedy,Science Fiction,,,De Line Pictures,Paramount,DreamWorks Pictures,,,nm0505615,nm0397411,nm0000568,,,nm0000568,,,nm0000173,nm0000541,nm0000111,nm0000335,,,,,,,nm0209773,nm0344620,nm0748784,nm0083279,nm0102508,,,,,,15951741.662255168,1.1333333333333333
3401,98435.53917416623,234162.26241926945,THE HEART IS DECEITFUL ABOVE ALL THINGS,5.8,80.0,tt0368774,2004,98,Drama,,,,Above All Things Inc,Artist Film,Metro Tartan Distribution Ltd.,Minerva Picture Company Ltd.,Wild Bunch,nm0000782,nm1386124,nm1380711,,,nm0000782,,,nm0000782,nm0819851,nm0819850,nm1497548,,,,,,,nm2596660,nm0478717,nm0360065,nm0360106,,,,,,,135726.7232451032,2.3788386225523293
2402,139577739.54473266,153898060.69577023,THE CHRONICLES OF RIDDICK,6.4,2453.0,tt0296572,2004,119,Action,Science Fiction,,,Radar Pictures,One Race,,,,nm0923646,nm0003117,nm0878638,,,nm0878638,,,nm0004874,nm0001132,nm0272173,nm0628601,,,,,,,nm0962647,nm0472256,nm0006251,nm0402950,nm0425244,nm0751609,,,,,14320321.151037574,1.102597457142857
1670,7975870.83112758,390542.50318157754,MICKEY,6.3,2.0,tt0277895,2004,105,Drama,Family,,,,,,,,nm0933505,nm0001300,,,,nm0933505,,,nm0001065,nm0758391,nm0001400,nm0823563,nm0431438,nm0740390,nm1888292,,,,nm0600615,,,,,,,,,,-7585328.327946003,0.0489655
1936,46525913.181577556,47986005.340783484,JERSEY GIRL,6.0,574.0,tt0300051,2004,102,Comedy,Romance,,,Close Call Films,Miramax,View Askew Productions,Beverly Detroit,,nm0003620,,,,,nm0003620,,,nm0000255,nm0000239,nm1211485,nm0008640,,,,,,,nm0608714,nm0892868,nm0005936,nm0392692,,,,,,,1460092.1592059284,1.031382342857143
3005,166163975.64849126,723507729.2165908,THE DAY AFTER TOMORROW,6.4,4651.0,tt0319262,2004,124,Action,Adventure,Science Fiction,Thriller,Lions Gate Films,Centropolis Entertainment,20th Century Fox,The Mark Gordon Company,,nm0618680,nm0834460,nm0000386,,,nm0283816,nm0000386,,nm0000598,nm0350453,nm0002536,nm0005231,nm0000674,nm0455133,nm0761587,,,,nm0330428,nm0460057,nm0825336,nm0107463,nm0161530,nm0833780,nm1224078,,,,557343753.5680995,4.3541792159999995
2999,66465590.2593965,46271221.027638964,THE LIFE AQUATIC WITH STEVE ZISSOU,7.2,1452.0,tt0362270,2004,119,Adventure,Comedy,Drama,,American Empirical Pictures,Touchstone Pictures,,,,nm0000876,nm0027572,,,,nm0027572,,,nm0000195,nm0005562,nm0001378,nm0000949,,,,,,,nm0578814,nm0748784,nm0006205,nm0005934,nm0001926,,,,,,-20194369.231757537,0.6961680600000001
2369,106344944.41503441,73167138.92678136,SPANGLISH,5.9,716.0,tt0371246,2004,131,Comedy,,,,Gracie Films,Columbia Pictures,,,,nm0000985,nm0911750,,,,nm0000985,,,nm0001191,nm0000495,nm0891895,nm0001458,,,,,,,nm0030572,nm0757017,nm0001877,nm0005868,nm0548943,nm0004321,,,,,-33177805.488253057,0.6880170874999999
2995,3323279.5129698254,35601260.547173105,GARDEN STATE,7.2,1046.0,tt0333766,2004,102,Comedy,Drama,Romance,,Fox Searchlight Pictures,Double Feature Films,Jersey Films,Camelot Pictures,,nm0918711,nm0103785,,,,nm0103785,,,nm0103785,nm0765597,nm0000204,nm0000453,nm0500038,nm1433588,,,,,nm0008330,nm1344784,nm0357074,nm1305447,nm0279412,nm0003394,nm0450005,nm0852893,,,32277981.03420328,10.7126892
2994,39879354.155637905,202267367.77833247,KILL BILL: VOL. 2,7.8,8188.0,tt0378194,2004,137,Action,Crime,Thriller,,Super Cool ManChu,Miramax,A Band Apart,,,nm0000233,,,,,nm0000233,,,nm0000235,nm0001016,nm0000514,nm0000435,nm0354085,,,,,,nm0004744,nm0001675,nm0724744,nm0579673,nm0913300,,,,,,162388013.62269455,5.071982033333334
2474,66465590.2593965,226153770.27644256,SHALL WE DANCE?,6.2,653.0,tt0358135,2004,106,Drama,Romance,Comedy,,Miramax,,,,,nm0155093,nm0839397,nm0920108,,,nm0155093,,,nm0000152,nm0000182,nm0000215,nm0001804,,,,,,,nm0276353,nm0022903,nm0001189,,,,,,,,159688180.01704606,3.4025692000000003
2589,79758708.31127581,341231043.6984648,THE VILLAGE,6.4,2236.0,tt0368447,2004,108,Drama,Mystery,Thriller,,Touchstone Pictures,Blinding Edge Pictures,Scott Rudin Productions,,,nm0796117,,,,,nm0796117,,,nm0000244,nm0000458,nm0001618,nm0397171,,,,,,,nm0580303,nm0748784,nm0006133,nm0005683,nm0854403,,,,,,261472335.387189,4.278292
2492,66465590.2593965,66091536.53984648,RAISING HELEN,6.0,410.0,tt0350028,2004,119,Drama,Comedy,Romance,,Beacon Pictures,Touchstone Pictures,Mandeville Films,,,nm0024856,nm0066764,nm0166767,nm0005190,nm1621084,nm0005190,,,nm0005028,nm0179173,nm0000349,nm0659363,,,,,,,nm0002170,,,,,,,,,,-374053.719550021,0.99437222
1877,33232795.12969825,27645494.227787185,EUROTRIP,6.5,1305.0,tt0356150,2004,92,Comedy,,,,The Montecito Picture Company,Blue Sea Productions,DreamWorks Pictures,,,nm0073688,nm0541635,nm0769840,,,nm0073688,nm0541635,nm0769840,nm1310709,nm0686009,nm0005502,nm0922563,nm0005128,,,,,,nm0325175,nm1532344,nm0892868,nm0250867,,,,,,,-5587300.901911065,0.83187388
1887,86405.26733721545,37985188.5195659,SUPER SIZE ME,6.7,926.0,tt0390521,2004,100,Documentary,Comedy,Drama,,Kathbur Pictures,Samuel Goldwyn Films,The Con,Studio On Hudson,,nm1041597,,,,,nm1041597,,,,,,,,,,,,,nm1041597,nm1549745,nm6354549,nm6354550,nm1645878,nm0024475,nm1598096,nm1573205,,,37898783.252228685,439.61658461538457
1890,79758708.31127581,226340259.42959237,STARSKY & HUTCH,5.8,1308.0,tt0335438,2004,101,Comedy,Crime,,,Dimension Films,AR-TL,Weed Road Pictures,Warner Bros. Pictures,Red Hour,nm1016088,nm0035905,nm1192866,nm0088479,nm0680846,nm0680846,,,nm0001774,nm0005562,nm0004879,nm0000681,nm0001274,nm0801356,,,,,nm0180366,,,,,,,,,,146581551.11831656,2.8378124999999996
2554,55831095.817893066,228592959.06988883,ALONG CAME POLLY,5.9,1596.0,tt0343135,2004,90,Comedy,Romance,,,Jersey Films,Loofah Productions,,,,nm0357453,,,,,nm0357453,,,nm0001774,nm0000098,nm0005226,nm0000450,,,,,,,nm0000362,nm0787834,nm0792049,nm0788640,nm0568974,nm1362282,,,,,172761863.25199577,4.094366333333333
3243,87734579.14240338,132025901.89840657,HELLBOY,6.6,4358.0,tt0167190,2004,122,Fantasy,Action,,,Columbia Pictures,Revolution Studios,Dark Horse Entertainment,Lawrence Gordon Productions,Starlite Films,nm0868219,nm0586005,nm1486009,,,nm0868219,,,nm0000579,nm0427964,nm0004757,nm0000457,nm0001787,nm0734558,,,,,nm0330383,nm0505656,nm0724700,,,,,,,,44291322.756003186,1.5048331363636365
2976,132931180.518793,109139661.63871361,CATWOMAN,4.4,1924.0,tt0327554,2004,104,Action,Fantasy,Mystery,,Village Roadshow Pictures,DiNovi Pictures,Frantic Films,Maple Shade Films,Catwoman Films,nm0736966,nm0004170,nm0274905,nm0685759,nm0714246,nm0685759,,,nm0000932,nm0000232,nm0000973,nm0933727,nm1661282,,,,,,,,,,,,,,,,-23791518.88007939,0.8210237900000001
3249,86405267.33721545,289476642.7746797,COLLATERAL,7.1,2780.0,tt0369339,2004,120,Drama,Crime,Thriller,,Paramount,Parkes/MacDonald Productions,Edge City,DreamWorks Pictures,,nm0064181,nm0000520,,,,nm0000520,,,nm0000129,nm0004937,nm0000586,nm0749263,,,,,,,nm0724641,nm0006133,nm0066244,nm0131700,nm0781203,,,,,,203071375.43746427,3.3502198615384615
3070,39879354.155637905,813405122.5936475,THE PASSION OF THE CHRIST,7.1,1856.0,tt0335345,2004,127,Drama,,,,Icon Productions,,,,,nm0280179,nm0000154,,,,nm0000154,,,nm0001029,nm0000899,nm0411581,nm0998941,,,,,,,nm0202704,nm0568544,nm0002201,nm2894820,nm0221042,,,,,,773525768.4380096,20.396647333333334
2350,35891418.74007411,153542195.94965062,CLOSER,6.8,1804.0,tt0376541,2004,104,Drama,Romance,,,Columbia Pictures,,,,,nm0544999,nm0001566,,,,nm0001566,,,nm0000204,nm0000179,nm0654110,nm0000210,,,,,,,nm0111225,nm0130492,nm0003552,nm0089182,,,,,,,117650777.2095765,4.277963962962963
3039,265862361.037586,1041869849.6002488,SPIDER-MAN 2,7.0,8661.0,tt0316654,2004,127,Action,Adventure,Fantasy,,Columbia Pictures,Laura Ziskin Productions,Marvel Enterprises,Sony Pictures,,nm0149290,nm0228492,nm0332184,nm0498278,nm0000600,nm0000600,,,nm0001497,nm0000379,nm0000547,nm0290556,,,,,,,,,,,,,,,,,776007488.5626628,3.918831705
1344,59819031.23345685,19665339.024711486,SURVIVING CHRISTMAS,5.6,254.0,tt0252028,2004,91,Comedy,Romance,,,LivePlanet,Tall Trees Productions,DreamWorks Pictures,,,nm0438226,nm0827985,nm0893262,nm0253323,nm0593610,nm0593610,,,nm0000255,nm0000775,nm0001254,nm0001573,nm0958430,,,,,,nm0858525,,,,,,,,,,-40153692.20874536,0.3287472
1383,39879354.155637905,28979398.805262044,MR. 3000,5.1,107.0,tt0339412,2004,104,Comedy,Drama,,,Dimension Films,Touchstone Pictures,,,,nm0831690,nm1044491,nm0332393,nm0150749,,nm0831690,,,nm0005170,nm0000291,nm0728346,nm0924552,,,,,,,nm0053388,nm0083696,,,,,,,,,-10899955.35037586,0.7266767333333334
627,49184536.791953415,128219696.69973001,13 GOING ON 30,6.6,2920.0,tt0337563,2004,98,Comedy,Fantasy,Romance,,Columbia Pictures,Revolution Studios,Thirteen Productions,,,nm0951135,nm0326092,nm0935095,,,nm0935095,,,nm0004950,nm0749263,nm0339460,nm0785227,,,,,,,nm0036641,nm0560033,nm0744828,,,,,,,,79035159.9077766,2.6069107297297296
644,55831095.817893066,156294680.93727896,THE FORGOTTEN,5.7,613.0,tt0356618,2004,91,Drama,Horror,Mystery,Science Fiction,Visual Arts Entertainment,Revolution Studios,Jinks/Cohen Company,,,nm0747849,nm0224187,,,,nm0747849,,,nm0000194,nm0922035,nm1468254,nm1721039,,,,,,,nm0169260,nm0423134,nm0005387,nm0000035,,,,,,,100463585.1193859,2.7994199047619044
3059,79758708.31127581,291673947.3334304,THE TERMINAL,7.3,4113.0,tt0362227,2004,128,Comedy,Drama,,,Amblin Entertainment,Parkes/MacDonald Productions,DreamWorks Pictures,,,nm0629272,nm0622288,nm0315065,nm0000229,,nm0000229,,,nm0000158,nm0001876,nm0564277,nm0001804,nm0012523,nm0631792,nm0636694,,,,nm0531827,nm0662748,,,,,,,,,211915239.0221546,3.65695425
1977,21268988.883006882,145562704.07316568,SIDEWAYS,7.0,846.0,tt0375063,2004,127,Comedy,Drama,Romance,,Fox Searchlight Pictures,Michael London Productions,Sideways Productions Inc.,,,nm0852591,nm0681914,nm0668247,,,nm0668247,,,nm0316079,nm0002006,nm0000515,nm0644897,,,,,,,nm0518757,nm0448843,nm0003659,,,,,,,,124293715.1901588,6.8438939375
1792,66465590.2593965,266931837.58146107,GARFIELD,5.5,2055.0,tt0356634,2004,80,Animation,Comedy,Family,,20th Century Fox Animation,Davis Entertainment,20th Century Fox,,,nm0204825,nm0382072,nm0812513,nm0169505,,nm0382072,,,nm0005227,nm0001349,nm0864997,nm0000195,,,,,,,nm0204862,nm0065100,nm0092696,,,,,,,,200466247.32206458,4.0160906800000005
2924,1595174.166225516,138131008.29848066,SAW,7.4,5136.0,tt0387564,2004,103,Horror,Mystery,Crime,,Twisted Pictures,Evolution Entertainment,Saw Productions Inc.,Lionsgate,,nm1490123,,,,,nm1490123,,,nm0000144,nm1191481,nm0000418,nm0504962,nm0068551,,,,,,nm0121117,nm0388898,nm0467977,nm0167197,nm0002252,nm0004527,nm0506654,,,,136535834.13225514,86.5930575
3089,232629565.90788776,661212788.2803811,TROY,7.0,5824.0,tt0332452,2004,163,Adventure,History,,,Radiant Productions,Helena Productions,Latina Pictures,Plan B Entertainment,Nimar Studios,nm1125275,nm0000583,nm0392955,,,nm0000583,,,nm0000093,nm0051509,nm0089217,nm0002103,nm0000564,nm0181920,,,,,nm1217703,nm0933213,nm0000035,,,,,,,,428583222.3724933,2.8423420114285713
3485,34562106.93488618,38309430.26715193,AGENT CODY BANKS 2: DESTINATION LONDON,5.2,315.0,tt0358349,2004,100,Comedy,Action,Adventure,Family,Maverick Films,Dylan Sellers Productions,Splendid Pictures,Madacy Entertainment,,nm0020728,nm0958969,nm0783346,nm0722610,nm1155510,nm0020728,,,nm0005260,nm0026364,nm0817339,nm0828906,,,,,,,nm0322047,,,,,,,,,,3747323.3322657496,1.1084228846153847
3474,531724.722075172,1546587.819745897,THE BEST TWO YEARS,7.7,7.0,tt0377038,2004,112,Comedy,Drama,,,Halestorm entertainment,,,,,nm1430257,,,,,nm1430257,,,nm0167408,nm1109458,nm1428701,nm1429974,,,,,,,nm0283556,nm1235100,nm0572615,nm1427839,nm0519558,,,,,,1014863.0976707251,2.908625
3561,8640526.733721545,2059044.1672048701,A HOME AT THE END OF THE WORLD,6.7,80.0,tt0359423,2004,97,Romance,Drama,,,Killer Films,Hart-Sharp Entertainment,,,,nm1259728,nm1555287,,,,nm1555287,,,nm0268199,nm1316767,nm0000705,nm0000651,,,,,,,nm0366363,nm0001371,nm0463025,nm0745746,,,,,,,-6581482.566516675,0.23830076923076923
1350,26586236.103758603,22074236.790052935,PAPARAZZI,5.6,97.0,tt0338325,2004,84,Action,Drama,Thriller,,Icon Productions,Icon Entertainment International,20th Century Fox,,,nm0007708,nm0808211,,,,nm0007708,,,nm0369513,nm0000677,nm0001199,nm0000838,,,,,,,nm0202704,nm0000154,nm0568544,nm0003911,,,,,,,-4511999.313705668,0.8302881499999999
3569,15951741.66225516,41447298.698845945,JOHNSON FAMILY VACATION,4.7,66.0,tt0359517,2004,97,Comedy,Family,,,Fox Searchlight Pictures,Hallway Pictures,A Bird and a Bear Entertainment,Catch Productions,,nm0427993,nm5333675,nm1348558,,,nm1348558,,,nm0147825,nm0002436,nm0510168,nm0001853,,,,,,,nm0355983,nm1347117,nm1245640,,,,,,,,25495557.036590785,2.598293
1355,26586236.103758603,15075746.451625198,CONNIE AND CARLA,6.4,46.0,tt0345074,2004,108,Music,Comedy,Crime,,Epsilon Motion Pictures,Universal Pictures,Spyglass Entertainment,CCLA Productions,,nm0501185,,,,,nm0501185,,,nm0889522,nm0001057,nm0000141,nm0818880,,,,,,,nm0053388,nm0083696,nm0322802,nm0000158,nm0006055,,,,,,-11510489.652133405,0.5670508
1853,105431510.49667178,244704694.6685919,THE LONGEST YARD,6.4,1692.0,tt0398165,2005,113,Comedy,Drama,,,Callahan Filmworks,Paramount,MTV Films,Happy Madison Productions,Columbia Pictures,nm0781842,nm1417242,nm0748665,nm0944003,,nm0781842,,,nm0001191,nm0000608,nm0001674,nm0625099,nm0120483,,,,,,nm0316406,nm0144841,,,,,,,,,139273184.17192012,2.320982536585366
964,64287506.400409624,84862085.09179723,HERBIE FULLY LOADED,5.3,1285.0,tt0400497,2005,101,Comedy,Family,Adventure,Fantasy,Walt Disney Pictures,Robert Simonds Productions,,,,nm0587692,nm0332184,nm0304830,nm0991423,nm0502073,nm1286340,,,nm0517820,nm0000474,nm0385644,nm0005227,,,,,,,nm0872058,,,,,,,,,,20574578.69138761,1.32004008
3520,11571751.152073732,1345108.0684178185,UNDISCOVERED,4.7,20.0,tt0434424,2005,97,Comedy,Romance,,,Cinerenta Medienbeteiligungs KG,Intermedia Films,Lakeshore Entertainment,,,nm1922703,nm0043214,,,,nm0043214,,,nm0661164,nm0000402,nm0815370,nm1169819,,,,,,,nm0122800,nm0524342,nm0576438,nm0645164,,,,,,,-10226643.083655912,0.11624066666666666
956,38572503.840245776,39261682.623609826,THE NEW WORLD,6.5,605.0,tt0402399,2005,135,Drama,History,Romance,,The Virginia Company LLC,New Line Cinema,Sunflower Productions,Sarah Green Film,First Foot Films,nm0000517,,,,,nm0000517,,,nm0268199,nm0452963,nm0001626,nm0000288,,,,,,,nm0338320,nm0000035,nm0523881,nm0156816,nm0181650,nm0479070,nm0575312,nm1868038,,,689178.7833640501,1.0178671
1769,24429252.432155658,185426342.19188938,THE EXORCISM OF EMILY ROSE,6.4,1501.0,tt0404032,2005,119,Crime,Drama,Horror,Thriller,Lakeshore Entertainment,Firm Films,Screen Gems,,,nm0090199,nm0220600,,,,nm0220600,,,nm0001473,nm0929489,nm0013037,nm0001714,nm0002148,,,,,,nm0004927,nm0524342,nm0742347,nm1246087,,,,,,,160997089.7597337,7.59034042105263
1861,70716257.04045059,287220248.2846543,FLIGHTPLAN,6.3,1390.0,tt0408790,2005,98,Thriller,Drama,Mystery,,Touchstone Pictures,Imagine Entertainment,,,,nm1618225,nm0777881,nm0712753,,,nm0777881,,,nm0000149,nm0765597,nm0000293,nm0063571,nm0159776,,,,,,nm0004976,nm0000035,nm0050832,nm1776863,,,,,,,216503991.24420375,4.061587254545453
966,28286502.816180233,28801000.872903224,DEUCE BIGALOW: EUROPEAN GIGOLO,4.7,442.0,tt0367652,2005,83,Comedy,Drama,,,Happy Madison Productions,Out of the Blue... Entertainment,Columbia Pictures,Sony Pictures,,nm1600805,nm0911598,nm0325214,nm0308099,,nm1600805,,,nm0001705,nm0341176,nm0469103,nm0001709,,,,,,,nm0316406,nm0001191,,,,,,,,,514498.05672299117,1.0181888181818182
2525,19286251.920122888,20295756.061628263,KISS KISS BANG BANG,7.2,1510.0,tt0373469,2005,103,Comedy,Crime,Action,,Silver Pictures,Warner Bros. Pictures,,,,nm0356539,nm0000948,,,,nm0000948,,,nm0000375,nm0000174,nm1157358,nm0000929,nm0488095,,,,,,nm0005428,nm0653211,nm0004344,nm0656199,nm1206265,,,,,,1009504.1415053755,1.0523432
1762,90002508.96057346,473285162.1348694,HITCH,6.4,3345.0,tt0386588,2005,118,Comedy,Drama,Romance,,Columbia Pictures,Overbrook Entertainment,Sony Pictures,,,nm0855035,nm1358355,,,,nm0855035,,,nm0000226,nm0578949,nm0416673,nm0005520,nm1217506,,,,,,nm0489876,nm1151819,nm0006070,nm0242491,nm0847258,,,,,,383282653.1742959,5.258577428571429
3519,18000501.792114694,41974014.94839733,BECAUSE OF WINN-DIXIE,6.2,121.0,tt0317132,2005,106,Comedy,Drama,Family,,20th Century Fox,,,,,nm0911061,nm1164216,nm0802306,,,nm0911061,,,nm1455681,nm0001099,nm0001693,nm0001807,,,,,,,nm0016603,nm0006235,nm0005776,,,,,,,,23973513.156282637,2.3318247142857143
970,33429503.328213003,74434393.11787505,RED EYE,6.3,960.0,tt0421239,2005,85,Horror,Thriller,,,BenderSpink,Craven-Maddalena Films,DreamWorks Pictures,,,nm0255296,nm0000127,nm1929257,,,nm0000127,,,nm1046097,nm0614165,nm0004051,nm0425610,,,,,,,nm0070454,nm0534543,nm0001937,,,,,,,,41004889.78966205,2.2266078076923077
857,19286251.920122888,65642413.17055299,HOODWINKED!,6.1,1019.0,tt0443536,2005,80,Animation,Comedy,Family,,Kanbar Entertainment,The Weinstein Company,,,,nm0250410,nm0498555,nm0249897,,,nm0249897,nm0250410,nm0498555,nm0004266,nm0000335,nm0911320,nm0000902,,,,,,,nm1841157,nm0522464,nm0067981,,,,,,,,46356161.25043011,3.4035857999999997
2854,2571500.256016385,1416896.641065028,CHASING GHOSTS,3.5,6.0,tt0403933,2005,119,Crime,Mystery,Thriller,,,,,,,nm1284023,nm1371011,,,,nm1284023,nm1371011,,nm0000514,nm1143429,nm0815370,nm0001533,,,,,,,nm1435707,nm1280706,nm1577189,nm1557950,,,,,,,-1154603.6149513568,0.551
3120,141432514.08090118,614855380.0544802,MR. & MRS. SMITH,6.6,6085.0,tt0356910,2005,120,Action,Comedy,Drama,Thriller,Epsilon Motion Pictures,Weed Road Pictures,Regency Enterprises,New Regency Pictures,Summit Entertainment,nm0510731,nm1334526,,,,nm0510731,,,nm0000093,nm0001401,nm0111013,nm0000681,,,,,,,nm0287946,nm0326040,nm0572805,nm0586969,,,,,,,473422865.97357905,4.34734109090909
1058,64287506.400409624,57131585.63222222,INTO THE BLUE,5.8,858.0,tt0378109,2005,110,Action,Thriller,Adventure,Crime,Mandalay Pictures,Metro-Goldwyn-Mayer,Columbia Pictures,,,nm0425780,nm0007082,,,,nm0007082,,,nm0908094,nm0004695,nm0004790,nm1008709,nm0002391,,,,,,nm0954679,nm0368248,nm0403397,nm0211965,,,,,,,-7155920.768187404,0.88868878
2473,55287255.50435228,198969726.87775728,MONSTER-IN-LAW,6.0,904.0,tt0369735,2005,101,Romance,Comedy,,,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,New Line Cinema,BenderSpink,Spring Creek Productions,,nm0525659,nm0462525,,,,nm0525659,,,nm0000182,nm0890232,nm0000404,nm0843100,nm0242295,,,,,,nm0070454,nm0818940,nm0918463,nm0628056,nm0086574,,,,,,143682471.373405,3.5988353023255812
3191,96431259.60061443,684894240.9257399,MADAGASCAR,6.8,6686.0,tt0351283,2005,86,Family,Animation,,,Pacific Data Images,DreamWorks Animation,DreamWorks Pictures,,,nm0569891,nm0123666,nm1129905,nm0201509,,nm0569891,nm0201509,,nm0001674,nm0001774,nm0001710,nm0000586,,,,,,,nm0814969,nm0001877,,,,,,,,,588462981.3251255,7.102408946666667
969,45001254.48028673,111050000.69229391,SKY HIGH,6.0,1276.0,tt0405325,2005,100,Adventure,Comedy,Family,,Max Stronghold Productions Inc.,Walt Disney Pictures,Gunn Films,,,nm1467549,nm0566407,nm0593610,nm0774792,,nm0593610,,,nm0000621,nm0000593,nm0029400,nm1263939,,,,,,,nm0348151,nm0315974,,,,,,,,,66048746.21200718,2.4677090000000006
2487,68144756.7844342,122436990.83672297,BE COOL,5.5,498.0,tt0377471,2005,118,Comedy,Crime,,,Double Feature Films,Jersey Films,Nina Saxon Film Design,Metro-Goldwyn-Mayer,,nm0001465,nm0826042,nm0336620,,,nm0336620,,,nm0000237,nm0000235,nm0425005,nm0000681,,,,,,,nm0000362,nm0630090,nm0787834,,,,,,,,54292234.05228877,1.7967191698113205
2985,9000250.896057347,3468863.8428571424,EVERYTHING IS ILLUMINATED,7.3,416.0,tt0404030,2005,106,Comedy,Drama,,,Stillking Films,Warner Independent Pictures (WIP),Telegraph Films,Big Beach,,nm0000630,,,,,nm0000630,,,nm0000704,nm1778479,nm0504007,nm1583636,,,,,,,nm0764771,nm1196755,nm0134508,nm0508732,nm0546064,,,,,,-5531387.053200204,0.38541857142857144
3735,32143753.200204812,3092769.0729134665,BLOODRAYNE,3.9,239.0,tt0383222,2005,95,Action,Adventure,Fantasy,Horror,Boll KG,,,,,nm0093051,nm0877587,,,,nm0093051,,,nm0518085,nm0001426,nm0735442,nm0000514,nm0001533,nm0205127,,,,,nm0164721,nm0932144,nm0004321,nm0627100,,,,,,,-29050984.127291344,0.0962168
2454,51430005.120327696,150683564.68267792,CORPSE BRIDE,7.4,4737.0,tt0121164,2005,77,Romance,Fantasy,Animation,,Tim Burton Productions,Laika Entertainment,Patalex Productions,Warner Bros. Pictures,,nm0003031,nm0972040,nm0041864,nm0425843,nm0335022,nm0000318,nm0425843,,nm0000136,nm0000307,nm0001833,nm0001808,nm0525921,,,,,,nm0000384,nm0007831,nm0197767,nm1622910,nm2440000,nm2752098,,,,,99253559.56235023,2.929876525
